,p_d,g_d,q_d,g_w
5月6日,166.36,0,,210.112
5月6日,166.36,0,,210.112
5月6日,166.36,0,,0
5月6日,166.36,0,,0
5月6日,166.36,0,,0
5月6日,166.36,0,,0
5月6日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,70.082
5月7日,166.36,0,,350.142
5月7日,166.36,0,,665.176
5月7日,166.36,0,,665.176
5月7日,166.36,0,,665.176
5月7日,166.36,0,,560.12
5月7日,166.36,0,,560.12
5月7日,166.36,0,,665.176
5月7日,166.36,0,,665.176
5月7日,166.36,0,,665.176
5月7日,166.36,0,,665.176
5月7日,166.36,0,,210.112
5月7日,166.36,0,,210.112
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月7日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,70.082
5月8日,166.36,0,,350.142
5月8日,3064.57,0,,665.176
5月8日,4071.51,0,,665.176
5月8日,4202.85,0,,665.176
5月8日,4071.51,0,,560.12
5月8日,3677.49,0,,560.12
5月8日,3940.17,0,,665.176
5月8日,4027.73,0,,665.176
5月8日,3852.61,0,,665.176
5月8日,3502.37,0,,665.176
5月8日,3502.37,0,,210.112
5月8日,2101.42,0,,210.112
5月8日,1576.07,0,,0
5月8日,1576.07,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月8日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,70.082
5月9日,166.36,0,,350.142
5月9日,3064.57,0,,665.176
5月9日,4071.51,0,,665.176
5月9日,4202.85,0,,665.176
5月9日,4071.51,0,,560.12
5月9日,3677.49,0,,560.12
5月9日,3940.17,0,,665.176
5月9日,4027.73,0,,665.176
5月9日,3852.61,0,,665.176
5月9日,3502.37,0,,665.176
5月9日,3502.37,0,,210.112
5月9日,2101.42,0,,210.112
5月9日,1576.07,0,,0
5月9日,1576.07,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月9日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,70.082
5月10日,166.36,0,,350.142
5月10日,3064.57,0,,665.176
5月10日,4071.51,0,,665.176
5月10日,4202.85,0,,665.176
5月10日,4071.51,0,,560.12
5月10日,3677.49,0,,560.12
5月10日,3940.17,0,,665.176
5月10日,4027.73,0,,665.176
5月10日,3852.61,0,,665.176
5月10日,3502.37,0,,665.176
5月10日,3502.37,0,,210.112
5月10日,2101.42,0,,210.112
5月10日,1576.07,0,,0
5月10日,1576.07,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月10日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,70.082
5月11日,166.36,0,,350.142
5月11日,3064.57,0,,665.176
5月11日,4071.51,0,,665.176
5月11日,4202.85,0,,665.176
5月11日,4071.51,0,,560.12
5月11日,3677.49,0,,560.12
5月11日,3940.17,0,,665.176
5月11日,4027.73,0,,665.176
5月11日,3852.61,0,,665.176
5月11日,3502.37,0,,665.176
5月11日,3502.37,0,,210.112
5月11日,2101.42,0,,210.112
5月11日,1576.07,0,,0
5月11日,1576.07,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月11日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,70.082
5月12日,166.36,0,,350.142
5月12日,3064.57,0,,665.176
5月12日,4071.51,0,,665.176
5月12日,4202.85,0,,665.176
5月12日,4071.51,0,,560.12
5月12日,3677.49,0,,560.12
5月12日,3940.17,0,,665.176
5月12日,4027.73,0,,665.176
5月12日,3852.61,0,,665.176
5月12日,3502.37,0,,665.176
5月12日,3502.37,0,,210.112
5月12日,2101.42,0,,210.112
5月12日,1576.07,0,,0
5月12日,1576.07,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月12日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,70.082
5月13日,166.36,0,,350.142
5月13日,166.36,0,,665.176
5月13日,166.36,0,,665.176
5月13日,166.36,0,,665.176
5月13日,166.36,0,,560.12
5月13日,166.36,0,,560.12
5月13日,166.36,0,,665.176
5月13日,166.36,0,,665.176
5月13日,166.36,0,,665.176
5月13日,166.36,0,,665.176
5月13日,166.36,0,,210.112
5月13日,166.36,0,,210.112
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月13日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,70.082
5月14日,166.36,0,,350.142
5月14日,166.36,0,,665.176
5月14日,166.36,0,,665.176
5月14日,166.36,0,,665.176
5月14日,166.36,0,,560.12
5月14日,166.36,0,,560.12
5月14日,166.36,0,,665.176
5月14日,166.36,0,,665.176
5月14日,166.36,0,,665.176
5月14日,166.36,0,,665.176
5月14日,166.36,0,,210.112
5月14日,166.36,0,,210.112
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月14日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,70.082
5月15日,166.36,0,,350.142
5月15日,3064.57,0,,665.176
5月15日,4071.51,0,,665.176
5月15日,4202.85,0,,665.176
5月15日,4071.51,0,,560.12
5月15日,3677.49,0,,560.12
5月15日,3940.17,0,,665.176
5月15日,4027.73,0,,665.176
5月15日,3852.61,0,,665.176
5月15日,3502.37,0,,665.176
5月15日,3502.37,0,,210.112
5月15日,2101.42,0,,210.112
5月15日,1576.07,0,,0
5月15日,1576.07,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月15日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,70.082
5月16日,166.36,0,,350.142
5月16日,3064.57,0,,665.176
5月16日,4071.51,0,,665.176
5月16日,4202.85,0,,665.176
5月16日,4071.51,0,,560.12
5月16日,3677.49,0,,560.12
5月16日,3940.17,0,,665.176
5月16日,4027.73,0,,665.176
5月16日,3852.61,0,,665.176
5月16日,3502.37,0,,665.176
5月16日,3502.37,0,,210.112
5月16日,2101.42,0,,210.112
5月16日,1576.07,0,,0
5月16日,1576.07,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月16日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,70.082
5月17日,166.36,0,,350.142
5月17日,3064.57,0,,665.176
5月17日,4071.51,0,,665.176
5月17日,4202.85,0,,665.176
5月17日,4071.51,0,,560.12
5月17日,3677.49,0,,560.12
5月17日,3940.17,0,,665.176
5月17日,4027.73,0,,665.176
5月17日,3852.61,0,,665.176
5月17日,3502.37,0,,665.176
5月17日,3502.37,0,,210.112
5月17日,2101.42,0,,210.112
5月17日,1576.07,0,,0
5月17日,1576.07,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月17日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,70.082
5月18日,166.36,0,,350.142
5月18日,3064.57,0,,665.176
5月18日,4071.51,0,,665.176
5月18日,4202.85,0,,665.176
5月18日,4071.51,0,,560.12
5月18日,3677.49,0,,560.12
5月18日,3940.17,0,,665.176
5月18日,4027.73,0,,665.176
5月18日,3852.61,0,,665.176
5月18日,3502.37,0,,665.176
5月18日,3502.37,0,,210.112
5月18日,2101.42,0,,210.112
5月18日,1576.07,0,,0
5月18日,1576.07,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月18日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,70.082
5月19日,166.36,0,,350.142
5月19日,3064.57,0,,665.176
5月19日,4071.51,0,,665.176
5月19日,4202.85,0,,665.176
5月19日,4071.51,0,,560.12
5月19日,3677.49,0,,560.12
5月19日,3940.17,0,,665.176
5月19日,4027.73,0,,665.176
5月19日,3852.61,0,,665.176
5月19日,3502.37,0,,665.176
5月19日,3502.37,0,,210.112
5月19日,2101.42,0,,210.112
5月19日,1576.07,0,,0
5月19日,1576.07,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月19日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,70.082
5月20日,166.36,0,,350.142
5月20日,166.36,0,,665.176
5月20日,166.36,0,,665.176
5月20日,166.36,0,,665.176
5月20日,166.36,0,,560.12
5月20日,166.36,0,,560.12
5月20日,166.36,0,,665.176
5月20日,166.36,0,,665.176
5月20日,166.36,0,,665.176
5月20日,166.36,0,,665.176
5月20日,166.36,0,,210.112
5月20日,166.36,0,,210.112
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月20日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,70.082
5月21日,166.36,0,,350.142
5月21日,166.36,0,,665.176
5月21日,166.36,0,,665.176
5月21日,166.36,0,,665.176
5月21日,166.36,0,,560.12
5月21日,166.36,0,,560.12
5月21日,166.36,0,,665.176
5月21日,166.36,0,,665.176
5月21日,166.36,0,,665.176
5月21日,166.36,0,,665.176
5月21日,166.36,0,,210.112
5月21日,166.36,0,,210.112
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月21日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,70.082
5月22日,166.36,0,,350.142
5月22日,3064.57,0,,665.176
5月22日,4071.51,0,,665.176
5月22日,4202.85,0,,665.176
5月22日,4071.51,0,,560.12
5月22日,3677.49,0,,560.12
5月22日,3940.17,0,,665.176
5月22日,4027.73,0,,665.176
5月22日,3852.61,0,,665.176
5月22日,3502.37,0,,665.176
5月22日,3502.37,0,,210.112
5月22日,2101.42,0,,210.112
5月22日,1576.07,0,,0
5月22日,1576.07,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月22日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,70.082
5月23日,166.36,0,,350.142
5月23日,3064.57,0,,665.176
5月23日,4071.51,0,,665.176
5月23日,4202.85,0,,665.176
5月23日,4071.51,0,,560.12
5月23日,3677.49,0,,560.12
5月23日,3940.17,0,,665.176
5月23日,4027.73,0,,665.176
5月23日,3852.61,0,,665.176
5月23日,3502.37,0,,665.176
5月23日,3502.37,0,,210.112
5月23日,2101.42,0,,210.112
5月23日,1576.07,0,,0
5月23日,1576.07,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月23日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,70.082
5月24日,166.36,0,,350.142
5月24日,3064.57,0,,665.176
5月24日,4071.51,0,,665.176
5月24日,4202.85,0,,665.176
5月24日,4071.51,0,,560.12
5月24日,3677.49,0,,560.12
5月24日,3940.17,0,,665.176
5月24日,4027.73,0,,665.176
5月24日,3852.61,0,,665.176
5月24日,3502.37,0,,665.176
5月24日,3502.37,0,,210.112
5月24日,2101.42,0,,210.112
5月24日,1576.07,0,,0
5月24日,1576.07,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月24日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,70.082
5月25日,166.36,0,,350.142
5月25日,3064.57,0,,665.176
5月25日,4071.51,0,,665.176
5月25日,4202.85,0,,665.176
5月25日,4071.51,0,,560.12
5月25日,3677.49,0,,560.12
5月25日,3940.17,0,,665.176
5月25日,4027.73,0,,665.176
5月25日,3852.61,0,,665.176
5月25日,3502.37,0,,665.176
5月25日,3502.37,0,,210.112
5月25日,2101.42,0,,210.112
5月25日,1576.07,0,,0
5月25日,1576.07,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月25日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,70.082
5月26日,166.36,0,,350.142
5月26日,3064.57,0,,665.176
5月26日,4071.51,0,,665.176
5月26日,4202.85,0,,665.176
5月26日,4071.51,0,,560.12
5月26日,3677.49,0,,560.12
5月26日,3940.17,0,,665.176
5月26日,4027.73,0,,665.176
5月26日,3852.61,0,,665.176
5月26日,3502.37,0,,665.176
5月26日,3502.37,0,,210.112
5月26日,2101.42,0,,210.112
5月26日,1576.07,0,,0
5月26日,1576.07,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月26日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,70.082
5月27日,166.36,0,,350.142
5月27日,166.36,0,,665.176
5月27日,166.36,0,,665.176
5月27日,166.36,0,,665.176
5月27日,166.36,0,,560.12
5月27日,166.36,0,,560.12
5月27日,166.36,0,,665.176
5月27日,166.36,0,,665.176
5月27日,166.36,0,,665.176
5月27日,166.36,0,,665.176
5月27日,166.36,0,,210.112
5月27日,166.36,0,,210.112
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月27日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,70.082
5月28日,166.36,0,,350.142
5月28日,166.36,0,,665.176
5月28日,166.36,0,,665.176
5月28日,166.36,0,,665.176
5月28日,166.36,0,,560.12
5月28日,166.36,0,,560.12
5月28日,166.36,0,,665.176
5月28日,166.36,0,,665.176
5月28日,166.36,0,,665.176
5月28日,166.36,0,,665.176
5月28日,166.36,0,,210.112
5月28日,166.36,0,,210.112
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月28日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,70.082
5月29日,166.36,0,,350.142
5月29日,3064.57,0,,665.176
5月29日,4071.51,0,,665.176
5月29日,4202.85,0,,665.176
5月29日,4071.51,0,,560.12
5月29日,3677.49,0,,560.12
5月29日,3940.17,0,,665.176
5月29日,4027.73,0,,665.176
5月29日,3852.61,0,,665.176
5月29日,3502.37,0,,665.176
5月29日,3502.37,0,,210.112
5月29日,2101.42,0,,210.112
5月29日,1576.07,0,,0
5月29日,1576.07,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月29日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,70.082
5月30日,166.36,0,,350.142
5月30日,3064.57,0,,665.176
5月30日,4071.51,0,,665.176
5月30日,4202.85,0,,665.176
5月30日,4071.51,0,,560.12
5月30日,3677.49,0,,560.12
5月30日,3940.17,0,,665.176
5月30日,4027.73,0,,665.176
5月30日,3852.61,0,,665.176
5月30日,3502.37,0,,665.176
5月30日,3502.37,0,,210.112
5月30日,2101.42,0,,210.112
5月30日,1576.07,0,,0
5月30日,1576.07,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月30日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,70.082
5月31日,166.36,0,,350.142
5月31日,3064.57,0,,665.176
5月31日,4071.51,0,,665.176
5月31日,4202.85,0,,665.176
5月31日,4071.51,0,,560.12
5月31日,3677.49,0,,560.12
5月31日,3940.17,0,,665.176
5月31日,4027.73,0,,665.176
5月31日,3852.61,0,,665.176
5月31日,3502.37,0,,665.176
5月31日,3502.37,0,,210.112
5月31日,2101.42,0,,210.112
5月31日,1576.07,0,,0
5月31日,1576.07,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
5月31日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,70.082
6月1日,166.36,0,,350.142
6月1日,3064.57,0,,665.176
6月1日,4071.51,0,,665.176
6月1日,4202.85,0,,665.176
6月1日,4071.51,0,,560.12
6月1日,3677.49,0,,560.12
6月1日,3940.17,0,,665.176
6月1日,4027.73,0,,665.176
6月1日,3852.61,0,,665.176
6月1日,3502.37,0,,665.176
6月1日,3502.37,0,,210.112
6月1日,2101.42,0,,210.112
6月1日,1576.07,0,,0
6月1日,1576.07,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月1日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,70.082
6月2日,166.36,0,,350.142
6月2日,3064.57,0,,665.176
6月2日,4071.51,0,,665.176
6月2日,4202.85,0,,665.176
6月2日,4071.51,0,,560.12
6月2日,3677.49,0,,560.12
6月2日,3940.17,0,,665.176
6月2日,4027.73,0,,665.176
6月2日,3852.61,0,,665.176
6月2日,3502.37,0,,665.176
6月2日,3502.37,0,,210.112
6月2日,2101.42,0,,210.112
6月2日,1576.07,0,,0
6月2日,1576.07,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月2日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,70.082
6月3日,166.36,0,,350.142
6月3日,166.36,0,,665.176
6月3日,166.36,0,,665.176
6月3日,166.36,0,,665.176
6月3日,166.36,0,,560.12
6月3日,166.36,0,,560.12
6月3日,166.36,0,,665.176
6月3日,166.36,0,,665.176
6月3日,166.36,0,,665.176
6月3日,166.36,0,,665.176
6月3日,166.36,0,,210.112
6月3日,166.36,0,,210.112
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月3日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,70.082
6月4日,166.36,0,,350.142
6月4日,166.36,0,,665.176
6月4日,166.36,0,,665.176
6月4日,166.36,0,,665.176
6月4日,166.36,0,,560.12
6月4日,166.36,0,,560.12
6月4日,166.36,0,,665.176
6月4日,166.36,0,,665.176
6月4日,166.36,0,,665.176
6月4日,166.36,0,,665.176
6月4日,166.36,0,,210.112
6月4日,166.36,0,,210.112
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月4日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,70.082
6月5日,166.36,0,,350.142
6月5日,3064.57,0,,665.176
6月5日,4071.51,0,,665.176
6月5日,4202.85,0,,665.176
6月5日,4071.51,0,,560.12
6月5日,3677.49,0,,560.12
6月5日,3940.17,0,,665.176
6月5日,4027.73,0,,665.176
6月5日,3852.61,0,,665.176
6月5日,3502.37,0,,665.176
6月5日,3502.37,0,,210.112
6月5日,2101.42,0,,210.112
6月5日,1576.07,0,,0
6月5日,1576.07,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月5日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,70.082
6月6日,166.36,0,,350.142
6月6日,3064.57,0,,665.176
6月6日,4071.51,0,,665.176
6月6日,4202.85,0,,665.176
6月6日,4071.51,0,,560.12
6月6日,3677.49,0,,560.12
6月6日,3940.17,0,,665.176
6月6日,4027.73,0,,665.176
6月6日,3852.61,0,,665.176
6月6日,3502.37,0,,665.176
6月6日,3502.37,0,,210.112
6月6日,2101.42,0,,210.112
6月6日,1576.07,0,,0
6月6日,1576.07,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月6日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,70.082
6月7日,166.36,0,,350.142
6月7日,3064.57,0,,665.176
6月7日,4071.51,0,,665.176
6月7日,4202.85,0,,665.176
6月7日,4071.51,0,,560.12
6月7日,3677.49,0,,560.12
6月7日,3940.17,0,,665.176
6月7日,4027.73,0,,665.176
6月7日,3852.61,0,,665.176
6月7日,3502.37,0,,665.176
6月7日,3502.37,0,,210.112
6月7日,2101.42,0,,210.112
6月7日,1576.07,0,,0
6月7日,1576.07,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月7日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,70.082
6月8日,166.36,0,,350.142
6月8日,3064.57,0,,665.176
6月8日,4071.51,0,,665.176
6月8日,4202.85,0,,665.176
6月8日,4071.51,0,,560.12
6月8日,3677.49,0,,560.12
6月8日,3940.17,0,,665.176
6月8日,4027.73,0,,665.176
6月8日,3852.61,0,,665.176
6月8日,3502.37,0,,665.176
6月8日,3502.37,0,,210.112
6月8日,2101.42,0,,210.112
6月8日,1576.07,0,,0
6月8日,1576.07,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月8日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,0
6月9日,166.36,0,,70.082
6月9日,166.36,0,,350.142
6月9日,3064.57,0,,665.176
6月9日,4071.51,0,,665.176
6月9日,4202.85,0,,665.176
6月9日,4071.51,0,,560.12
6月9日,3677.49,0,,560.12
6月9日,3940.17,,,665.176
6月9日,4027.73,,,665.176
6月9日,3852.61,,,665.176
6月9日,3502.37,,,665.176
6月9日,3502.37,,,210.112
6月9日,2101.42,,,210.112
6月9日,1576.07,,,0
6月9日,1576.07,,,0
6月9日,166.36,,,0
6月9日,166.36,,,0
6月9日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,70.082
6月10日,166.36,,,350.142
6月10日,166.36,,,665.176
6月10日,166.36,,,665.176
6月10日,166.36,,,665.176
6月10日,166.36,,,560.12
6月10日,166.36,,,560.12
6月10日,166.36,,,665.176
6月10日,166.36,,,665.176
6月10日,166.36,,,665.176
6月10日,166.36,,,665.176
6月10日,166.36,,,210.112
6月10日,166.36,,,210.112
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月10日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,70.082
6月11日,166.36,,,350.142
6月11日,166.36,,,665.176
6月11日,166.36,,,665.176
6月11日,166.36,,,665.176
6月11日,166.36,,,560.12
6月11日,166.36,,,560.12
6月11日,166.36,,,665.176
6月11日,166.36,,,665.176
6月11日,166.36,,,665.176
6月11日,166.36,,,665.176
6月11日,166.36,,,210.112
6月11日,166.36,,,210.112
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月11日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,0
6月12日,166.36,,,70.082
6月12日,166.36,,,350.142
6月12日,3064.57,,,665.176
6月12日,4071.51,,,665.176
6月12日,4202.85,,,665.176
6月12日,4071.51,,,560.12
6月12日,3677.49,,,560.12
6月12日,3940.17,,,665.176
6月12日,4027.73,,,665.176
6月12日,3852.61,,,665.176
6月12日,3502.37,,,665.176
