,p_d,g_d,q_d,g_w
7月14日,4027.73,,2034.647244,665.176
7月14日,3852.61,,2153.3526,665.176
7月14日,3502.37,,1839.410244,665.176
7月14日,3502.37,,1598.7636,210.112
7月14日,2101.42,,336.976416,210.112
7月14日,1576.07,,306.184032,0
7月14日,1576.07,,237.74688,0
7月14日,166.36,,161.9604,0
7月14日,166.36,,123.538464,0
7月14日,166.36,,102.356352,0
7月15日,166.36,,93.815568,0
7月15日,166.36,,86.917824,0
7月15日,166.36,,82.329408,0
7月15日,166.36,,77.102928,0
7月15日,166.36,,73.71,0
7月15日,166.36,,68.506704,0
7月15日,166.36,,197.736588,70.082
7月15日,166.36,,447.723864,350.142
7月15日,166.36,,729.52866,665.176
7月15日,166.36,,875.482776,665.176
7月15日,166.36,,1070.923896,665.176
7月15日,166.36,,1176.999012,560.12
7月15日,166.36,,1209.684924,560.12
7月15日,166.36,,1248.244452,665.176
7月15日,166.36,,1182.997872,665.176
7月15日,166.36,,1315.4715,665.176
7月15日,166.36,,1326.091536,665.176
7月15日,166.36,,1279.320084,210.112
7月15日,166.36,,341.31384,210.112
7月15日,166.36,,305.002656,0
7月15日,166.36,,235.465776,0
7月15日,166.36,,160.607664,0
7月15日,166.36,,120.260448,0
7月15日,166.36,,103.467168,0
7月16日,166.36,,95.31648,0
7月16日,166.36,,89.237232,0
7月16日,166.36,,84.457296,0
7月16日,166.36,,79.370928,0
7月16日,166.36,,74.853072,0
7月16日,166.36,,71.03376,0
7月16日,166.36,,195.256908,70.082
7月16日,166.36,,417.340728,350.142
7月16日,166.36,,666.016848,665.176
7月16日,166.36,,715.800456,665.176
7月16日,166.36,,896.094108,665.176
7月16日,166.36,,1013.543244,560.12
7月16日,166.36,,1064.799792,560.12
7月16日,166.36,,1148.894712,665.176
7月16日,166.36,,1238.705748,665.176
7月16日,166.36,,1281.279636,665.176
7月16日,166.36,,1256.677128,665.176
7月16日,166.36,,1234.508436,210.112
7月16日,166.36,,349.837488,210.112
7月16日,166.36,,316.245888,0
7月16日,166.36,,242.773776,0
7月16日,166.36,,167.51448,0
7月16日,166.36,,125.649216,0
7月16日,166.36,,105.22512,0
7月17日,166.36,,96.144048,0
7月17日,166.36,,90.051696,0
7月17日,166.36,,85.605408,0
7月17日,166.36,,81.45648,0
7月17日,166.36,,77.74704,0
7月17日,166.36,,74.099088,0
7月17日,166.36,,300.71664,70.082
7月17日,166.36,,522.12888,350.142
7月17日,3064.57,,1121.335488,665.176
7月17日,4071.51,,1379.44422,665.176
7月17日,4202.85,,1615.530168,665.176
7月17日,4071.51,,1381.925412,560.12
7月17日,3677.49,,1583.963892,560.12
7月17日,3940.17,,1660.970808,665.176
7月17日,4027.73,,1807.484868,665.176
7月17日,3852.61,,1935.574452,665.176
7月17日,3502.37,,1649.361672,665.176
7月17日,3502.37,,1444.075164,210.112
7月17日,2101.42,,347.278176,210.112
7月17日,1576.07,,311.91048,0
7月17日,1576.07,,233.401392,0
7月17日,166.36,,165.734352,0
7月17日,166.36,,123.553584,0
7月17日,166.36,,103.02264,0
7月18日,166.36,,94.064544,0
7月18日,166.36,,87.943968,0
7月18日,166.36,,83.387808,0
7月18日,166.36,,79.767072,0
7月18日,166.36,,75.646368,0
7月18日,166.36,,72.040752,0
7月18日,166.36,,297.37638,70.082
7月18日,166.36,,590.430456,350.142
7月18日,3064.57,,1061.225928,665.176
7月18日,4071.51,,1200.6288,665.176
7月18日,4202.85,,1425.772656,665.176
7月18日,4071.51,,1322.282808,560.12
7月18日,3677.49,,1631.141316,560.12
7月18日,3940.17,,1810.037376,665.176
7月18日,4027.73,,2061.274824,665.176
7月18日,3852.61,,2310.172452,665.176
7月18日,3502.37,,2056.904136,665.176
7月18日,3502.37,,1805.805036,210.112
7月18日,2101.42,,405.76536,210.112
7月18日,1576.07,,361.999008,0
7月18日,1576.07,,277.027632,0
7月18日,166.36,,167.192928,0
7月18日,166.36,,125.189568,0
7月18日,166.36,,104.415696,0
7月19日,166.36,,93.7188,0
7月19日,166.36,,87.385536,0
7月19日,166.36,,82.07136,0
7月19日,166.36,,78.420384,0
7月19日,166.36,,74.328912,0
7月19日,166.36,,69.369552,0
7月19日,166.36,,228.015144,70.082
7月19日,166.36,,605.52198,350.142
7月19日,3064.57,,1331.53902,665.176
7月19日,4071.51,,1741.27842,665.176
7月19日,4202.85,,2074.2498,665.176
7月19日,4071.51,,1883.5929,560.12
7月19日,3677.49,,2072.777112,560.12
7月19日,3940.17,,2012.198328,665.176
7月19日,4027.73,,2256.340464,665.176
7月19日,3852.61,,2272.810932,665.176
7月19日,3502.37,,1970.539704,665.176
7月19日,3502.37,,1713.65544,210.112
7月19日,2101.42,,391.21488,210.112
7月19日,1576.07,,355.124448,0
7月19日,1576.07,,280.467936,0
7月19日,166.36,,171.570672,0
7月19日,166.36,,128.753856,0
7月19日,166.36,,109.046448,0
7月20日,166.36,,98.472528,0
7月20日,166.36,,92.727936,0
7月20日,166.36,,88.121376,0
7月20日,166.36,,83.481552,0
7月20日,166.36,,79.214688,0
7月20日,166.36,,75.315744,0
7月20日,166.36,,313.765452,70.082
7月20日,166.36,,699.17526,350.142
7月20日,3064.57,,1295.648928,665.176
7月20日,4071.51,,1576.56618,665.176
7月20日,4202.85,,1834.507584,665.176
7月20日,4071.51,,1636.409376,560.12
7月20日,3677.49,,1806.336504,560.12
7月20日,3940.17,,1920.066624,665.176
7月20日,4027.73,,2128.765212,665.176
7月20日,3852.61,,2282.190876,665.176
7月20日,3502.37,,1905.906744,665.176
7月20日,3502.37,,1587.930372,210.112
7月20日,2101.42,,330.693552,210.112
7月20日,1576.07,,306.52776,0
7月20日,1576.07,,237.619872,0
7月20日,166.36,,166.754448,0
7月20日,166.36,,124.973856,0
7月20日,166.36,,105.607152,0
7月21日,166.36,,95.76,0
7月21日,166.36,,91.508256,0
7月21日,166.36,,87.324048,0
7月21日,166.36,,83.503728,0
7月21日,166.36,,80.1612,0
7月21日,166.36,,75.770352,0
7月21日,166.36,,348.256944,70.082
7月21日,166.36,,734.290956,350.142
7月21日,3064.57,,1366.031772,665.176
7月21日,4071.51,,1607.4891,665.176
7月21日,4202.85,,1962.926532,665.176
7月21日,4071.51,,1841.803236,560.12
7月21日,3677.49,,2090.521944,560.12
7月21日,3940.17,,2225.990088,665.176
7月21日,4027.73,,2356.026372,665.176
7月21日,3852.61,,2387.219436,665.176
7月21日,3502.37,,2009.715624,665.176
7月21日,3502.37,,1711.112004,210.112
7月21日,2101.42,,385.831152,210.112
7月21日,1576.07,,355.7232,0
7月21日,1576.07,,290.674944,0
7月21日,166.36,,176.512896,0
7月21日,166.36,,133.157808,0
7月21日,166.36,,111.611808,0
7月22日,166.36,,102.793824,0
7月22日,166.36,,95.940432,0
7月22日,166.36,,91.456848,0
7月22日,166.36,,86.749488,0
7月22日,166.36,,82.568304,0
7月22日,166.36,,78.673392,0
7月22日,166.36,,442.055628,70.082
7月22日,166.36,,629.496,350.142
7月22日,166.36,,954.93384,665.176
7月22日,166.36,,1162.67382,665.176
7月22日,166.36,,1441.053936,665.176
7月22日,166.36,,1597.41666,560.12
7月22日,166.36,,1624.071708,560.12
7月22日,166.36,,1513.211364,665.176
7月22日,166.36,,1316.487564,665.176
7月22日,166.36,,1101.130128,665.176
7月22日,166.36,,956.884824,665.176
7月22日,166.36,,859.5531,210.112
7月22日,166.36,,221.166288,210.112
7月22日,166.36,,284.449536,0
7月22日,166.36,,276.113376,0
7月22日,166.36,,164.154816,0
7月22日,166.36,,122.167584,0
7月22日,166.36,,103.041792,0
7月23日,166.36,,94.255056,0
7月23日,166.36,,88.453008,0
7月23日,166.36,,83.325312,0
7月23日,166.36,,79.947504,0
7月23日,166.36,,76.037472,0
7月23日,166.36,,73.21104,0
7月23日,166.36,,376.619292,70.082
7月23日,166.36,,590.295384,350.142
7月23日,166.36,,855.674316,665.176
7月23日,166.36,,847.175868,665.176
7月23日,166.36,,931.858956,665.176
7月23日,166.36,,939.2103,560.12
7月23日,166.36,,915.63444,560.12
7月23日,166.36,,950.296284,665.176
7月23日,166.36,,1056.232296,665.176
7月23日,166.36,,1139.577012,665.176
7月23日,166.36,,1222.05762,665.176
7月23日,166.36,,1123.456824,210.112
7月23日,166.36,,415.330272,210.112
7月23日,166.36,,383.852448,0
7月23日,166.36,,291.128544,0
7月23日,166.36,,160.022016,0
7月23日,166.36,,118.92384,0
7月23日,166.36,,100.041984,0
7月24日,166.36,,90.332928,0
7月24日,166.36,,83.888784,0
7月24日,166.36,,79.162272,0
7月24日,166.36,,75.672576,0
7月24日,166.36,,73.88136,0
7月24日,166.36,,69.626592,0
7月24日,166.36,,325.880352,70.082
7月24日,166.36,,873.598824,350.142
7月24日,3064.57,,1751.874516,665.176
7月24日,4071.51,,2014.808292,665.176
7月24日,4202.85,,2250.580248,665.176
7月24日,4071.51,,2074.115736,560.12
7月24日,3677.49,,2385.8919,560.12
7月24日,3940.17,,2345.477652,665.176
7月24日,4027.73,,2675.348928,665.176
7月24日,3852.61,,2684.649744,665.176
7月24日,3502.37,,2479.222872,665.176
7月24日,3502.37,,2300.949756,210.112
7月24日,2101.42,,463.393728,210.112
7月24日,1576.07,,432.221328,0
7月24日,1576.07,,360.735984,0
7月24日,166.36,,167.929776,0
7月24日,166.36,,125.557488,0
7月24日,166.36,,105.025536,0
7月25日,166.36,,95.565456,0
7月25日,166.36,,89.262432,0
7月25日,166.36,,84.624624,0
7月25日,166.36,,80.971632,0
7月25日,166.36,,76.259232,0
7月25日,166.36,,74.469024,0
7月25日,166.36,,408.718548,70.082
7月25日,166.36,,1038.375324,350.142
7月25日,3064.57,,1910.703564,665.176
7月25日,4071.51,,2234.874348,665.176
7月25日,4202.85,,2507.192856,665.176
7月25日,4071.51,,2353.815576,560.12
7月25日,3677.49,,2651.378436,560.12
7月25日,3940.17,,2797.99002,665.176
7月25日,4027.73,,2937.027744,665.176
7月25日,3852.61,,2998.937088,665.176
7月25日,3502.37,,2593.72764,665.176
7月25日,3502.37,,2298.521736,210.112
7月25日,2101.42,,468.242208,210.112
7月25日,1576.07,,440.278272,0
7月25日,1576.07,,378.865872,0
7月25日,166.36,,174.931344,0
7月25日,166.36,,130.197312,0
7月25日,166.36,,108.406368,0
7月26日,166.36,,98.817264,0
7月26日,166.36,,93.554496,0
7月26日,166.36,,88.825968,0
7月26日,166.36,,84.45528,0
7月26日,166.36,,81.571392,0
7月26日,166.36,,78.81048,0
7月26日,166.36,,457.578324,70.082
7月26日,166.36,,1051.881264,350.142
7月26日,3064.57,,1845.303768,665.176
7月26日,4071.51,,2088.967104,665.176
7月26日,4202.85,,2265.109308,665.176
7月26日,4071.51,,2017.736784,560.12
7月26日,3677.49,,2291.3604,560.12
7月26日,3940.17,,2424.580452,665.176
7月26日,4027.73,,2649.336732,665.176
7月26日,3852.61,,2838.790332,665.176
7月26日,3502.37,,2581.940088,665.176
7月26日,3502.37,,2326.171932,210.112
7月26日,2101.42,,480.454128,210.112
7月26日,1576.07,,361.864944,0
7月26日,1576.07,,291.748464,0
7月26日,166.36,,172.668384,0
7月26日,166.36,,127.803312,0
7月26日,166.36,,109.336752,0
7月27日,166.36,,99.15192,0
7月27日,166.36,,93.745008,0
7月27日,166.36,,88.292736,0
7月27日,166.36,,82.888848,0
7月27日,166.36,,78.64416,0
7月27日,166.36,,74.767392,0
7月27日,166.36,,298.396476,70.082
7月27日,166.36,,578.891124,350.142
7月27日,3064.57,,1099.94346,665.176
7月27日,4071.51,,1290.82716,665.176
7月27日,4202.85,,1451.848104,665.176
7月27日,4071.51,,1243.666116,560.12
7月27日,3677.49,,1455.225912,560.12
7月27日,3940.17,,1588.864032,665.176
7月27日,4027.73,,1738.05786,665.176
7月27日,3852.61,,1840.058388,665.176
7月27日,3502.37,,1424.354904,665.176
7月27日,3502.37,,1300.217688,210.112
7月27日,2101.42,,329.407344,210.112
7月27日,1576.07,,276.218208,0
7月27日,1576.07,,213.442992,0
7月27日,166.36,,161.062272,0
7月27日,166.36,,120.427776,0
7月27日,166.36,,101.257632,0
7月28日,166.36,,92.830752,0
7月28日,166.36,,86.659776,0
7月28日,166.36,,81.517968,0
7月28日,166.36,,78.902208,0
7月28日,166.36,,74.734128,0
7月28日,166.36,,71.349264,0
7月28日,166.36,,256.705344,70.082
7月28日,166.36,,543.795588,350.142
7月28日,3064.57,,1029.364308,665.176
7月28日,4071.51,,1194.84918,665.176
7月28日,4202.85,,1361.176488,665.176
7月28日,4071.51,,1253.055888,560.12
7月28日,3677.49,,1527.934968,560.12
7月28日,3940.17,,1688.927688,665.176
7月28日,4027.73,,1886.691744,665.176
7月28日,3852.61,,1901.578644,665.176
7月28日,3502.37,,1779.439284,665.176
7月28日,3502.37,,1574.028036,210.112
7月28日,2101.42,,368.327232,210.112
7月28日,1576.07,,305.775792,0
7月28日,1576.07,,230.1516,0
7月28日,166.36,,165.537792,0
7月28日,166.36,,123.926544,0
7月28日,166.36,,103.174848,0
7月29日,166.36,,92.990016,0
7月29日,166.36,,87.6456,0
7月29日,166.36,,82.184256,0
7月29日,166.36,,77.175504,0
7月29日,166.36,,71.757504,0
7月29日,166.36,,66.784032,0
7月29日,166.36,,144.587268,70.082
7月29日,166.36,,344.482236,350.142
7月29日,166.36,,577.919916,665.176
7月29日,166.36,,627.489828,665.176
7月29日,166.36,,796.655664,665.176
7月29日,166.36,,928.764396,560.12
7月29日,166.36,,1028.182176,560.12
7月29日,166.36,,1142.675604,665.176
7月29日,166.36,,1256.780448,665.176
7月29日,166.36,,1333.203732,665.176
7月29日,166.36,,1338.539328,665.176
7月29日,166.36,,1293.889212,210.112
7月29日,166.36,,338.081184,210.112
7月29日,166.36,,298.173456,0
7月29日,166.36,,239.569344,0
7月29日,166.36,,127.35072,0
7月29日,166.36,,105.393456,0
7月29日,166.36,,98.444304,0
7月30日,166.36,,93.53232,0
7月30日,166.36,,88.08408,0
7月30日,166.36,,82.755792,0
7月30日,166.36,,77.360976,0
7月30日,166.36,,74.151504,0
7月30日,166.36,,69.83424,0
7月30日,166.36,,140.22666,70.082
7月30日,166.36,,374.937192,350.142
7月30日,166.36,,673.090992,665.176
7月30日,166.36,,753.099228,665.176
7月30日,166.36,,961.240896,665.176
7月30日,166.36,,1090.579392,560.12
7月30日,166.36,,1171.433844,560.12
7月30日,166.36,,1264.594968,665.176
7月30日,166.36,,1363.515804,665.176
7月30日,166.36,,1415.181096,665.176
7月30日,166.36,,1408.260924,665.176
7月30日,166.36,,1367.089668,210.112
7月30日,166.36,,360.110016,210.112
7月30日,166.36,,319.889808,0
7月30日,166.36,,265.38624,0
7月30日,166.36,,133.1316,0
7月30日,166.36,,111.2832,0
7月30日,166.36,,104.452992,0
7月31日,166.36,,98.364672,0
7月31日,166.36,,92.67552,0
7月31日,166.36,,87.4188,0
7月31日,166.36,,82.966464,0
7月31日,166.36,,77.457744,0
7月31日,166.36,,73.151568,0
7月31日,166.36,,194.348196,70.082
7月31日,166.36,,511.130088,350.142
7月31日,3064.57,,1049.837796,665.176
7月31日,4071.51,,1329.062364,665.176
7月31日,4202.85,,1614.136608,665.176
7月31日,4071.51,,1549.098936,560.12
7月31日,3677.49,,1735.16364,560.12
7月31日,3940.17,,1946.167776,665.176
7月31日,4027.73,,2148.988464,665.176
7月31日,3852.61,,2099.913732,665.176
7月31日,3502.37,,1850.442804,665.176
7月31日,3502.37,,1635.124176,210.112
7月31日,2101.42,,345.479904,210.112
7月31日,1576.07,,306.05904,0
7月31日,1576.07,,252.704592,0
7月31日,166.36,,131.419008,0
7月31日,166.36,,109.391184,0
7月31日,166.36,,103.039776,0
8月1日,166.36,,97.733664,0
8月1日,166.36,,92.587824,0
8月1日,166.36,,87.624432,0
8月1日,166.36,,83.229552,0
8月1日,166.36,,79.705584,0
8月1日,166.36,,74.784528,0
8月1日,166.36,,242.649792,70.082
8月1日,166.36,,579.843684,350.142
8月1日,3064.57,,1198.98954,665.176
8月1日,4071.51,,1345.591296,665.176
8月1日,4202.85,,1755.085752,665.176
8月1日,4071.51,,1799.780472,560.12
8月1日,3677.49,,2058.11928,560.12
8月1日,3940.17,,2027.610648,665.176
8月1日,4027.73,,2229.003252,665.176
8月1日,3852.61,,2304.152676,665.176
8月1日,3502.37,,1950.886224,665.176
8月1日,3502.37,,1701.165564,210.112
8月1日,2101.42,,337.42296,210.112
8月1日,1576.07,,306.4572,0
8月1日,1576.07,,259.12152,0
8月1日,166.36,,170.757216,0
8月1日,166.36,,131.17608,0
8月1日,166.36,,110.5524,0
8月2日,166.36,,101.169936,0
8月2日,166.36,,95.974704,0
8月2日,166.36,,91.573776,0
8月2日,166.36,,87.163776,0
8月2日,166.36,,83.666016,0
8月2日,166.36,,78.989904,0
8月2日,166.36,,330.093288,70.082
8月2日,166.36,,717.048612,350.142
8月2日,3064.57,,1236.895128,665.176
8月2日,4071.51,,1501.432632,665.176
8月2日,4202.85,,1571.243184,665.176
8月2日,4071.51,,1524.958848,560.12
8月2日,3677.49,,1846.189296,560.12
8月2日,3940.17,,1949.070816,665.176
8月2日,4027.73,,2081.222136,665.176
8月2日,3852.61,,2178.700776,665.176
8月2日,3502.37,,1894.894848,665.176
8月2日,3502.37,,1667.273832,210.112
8月2日,2101.42,,351.094464,210.112
8月2日,1576.07,,309.63744,0
8月2日,1576.07,,259.616448,0
8月2日,166.36,,143.117856,0
8月2日,166.36,,122.15448,0
8月2日,166.36,,111.6108,0
8月3日,166.36,,104.230224,0
8月3日,166.36,,98.493696,0
8月3日,166.36,,92.768256,0
8月3日,166.36,,88.312896,0
8月3日,166.36,,84.620592,0
8月3日,166.36,,81.272016,0
8月3日,166.36,,326.335212,70.082
8月3日,166.36,,674.262036,350.142
8月3日,3064.57,,1188.436032,665.176
8月3日,4071.51,,1438.332084,665.176
8月3日,4202.85,,1741.166028,665.176
8月3日,4071.51,,1660.39146,560.12
8月3日,3677.49,,1943.25012,560.12
8月3日,3940.17,,2133.66384,665.176
8月3日,4027.73,,2292.446268,665.176
8月3日,3852.61,,2324.287224,665.176
8月3日,3502.37,,1930.984524,665.176
8月3日,3502.37,,1637.576892,210.112
8月3日,2101.42,,366.234624,210.112
8月3日,1576.07,,318.120768,0
8月3日,1576.07,,268.525152,0
8月3日,166.36,,178.964352,0
8月3日,166.36,,135.193968,0
8月3日,166.36,,114.601536,0
8月4日,166.36,,103.437936,0
8月4日,166.36,,98.08344,0
8月4日,166.36,,93.101904,0
8月4日,166.36,,88.116336,0
8月4日,166.36,,84.632688,0
8月4日,166.36,,81.54216,0
8月4日,166.36,,361.901988,70.082
8月4日,166.36,,623.9394,350.142
8月4日,3064.57,,1246.251384,665.176
8月4日,4071.51,,1515.301956,665.176
8月4日,4202.85,,1809.413676,665.176
8月4日,4071.51,,1729.907676,560.12
8月4日,3677.49,,1962.379188,560.12
8月4日,3940.17,,2163.810348,665.176
8月4日,4027.73,,2404.666152,665.176
8月4日,3852.61,,2534.9058,665.176
8月4日,3502.37,,2057.833008,665.176
8月4日,3502.37,,1662.635016,210.112
8月4日,2101.42,,407.348928,210.112
8月4日,1576.07,,361.193616,0
8月4日,1576.07,,297.691632,0
8月4日,166.36,,181.038816,0
8月4日,166.36,,136.51848,0
8月4日,166.36,,115.640784,0
8月5日,166.36,,105.26544,0
8月5日,166.36,,98.498736,0
8月5日,166.36,,93.538368,0
8月5日,166.36,,89.24328,0
8月5日,166.36,,85.734432,0
8月5日,166.36,,81.228672,0
8月5日,166.36,,381.561012,70.082
8月5日,166.36,,470.972376,350.142
8月5日,166.36,,834.301188,665.176
8月5日,166.36,,1068.10326,665.176
8月5日,166.36,,1259.682984,665.176
8月5日,166.36,,1315.301904,560.12
8月5日,166.36,,1375.513272,560.12
8月5日,166.36,,1459.366776,665.176
8月5日,166.36,,1474.905096,665.176
8月5日,166.36,,1578.734892,665.176
8月5日,166.36,,1465.993116,665.176
8月5日,166.36,,1507.119264,210.112
8月5日,166.36,,440.981856,210.112
8月5日,166.36,,388.29168,0
8月5日,166.36,,330.282288,0
8月5日,166.36,,184.919616,0
8月5日,166.36,,140.843808,0
8月5日,166.36,,120.447936,0
8月6日,166.36,,109.05048,0
8月6日,166.36,,103.76856,0
8月6日,166.36,,97.556256,0
8月6日,166.36,,92.629152,0
8月6日,166.36,,88.651584,0
8月6日,166.36,,84.503664,0
8月6日,166.36,,399.488796,70.082
8月6日,166.36,,632.272032,350.142
8月6日,166.36,,867.83382,665.176
8月6日,166.36,,1004.929884,665.176
8月6日,166.36,,1131.548796,665.176
8月6日,166.36,,1136.160396,560.12
8月6日,166.36,,1130.244444,560.12
8月6日,166.36,,1252.438488,665.176
8月6日,166.36,,1456.767396,665.176
8月6日,166.36,,1643.786424,665.176
8月6日,166.36,,1484.636328,665.176
8月6日,166.36,,1475.941068,210.112
8月6日,166.36,,412.230672,210.112
8月6日,166.36,,348.540192,0
8月6日,166.36,,289.262736,0
8月6日,166.36,,184.123296,0
8月6日,166.36,,139.99608,0
8月6日,166.36,,119.92176,0
8月7日,166.36,,109.693584,0
8月7日,166.36,,102.122496,0
8月7日,166.36,,98.49168,0
8月7日,166.36,,94.411296,0
8月7日,166.36,,90.247248,0
8月7日,166.36,,85.70016,0
8月7日,166.36,,351.140832,70.082
8月7日,166.36,,702.047304,350.142
8月7日,3064.57,,1321.905564,665.176
8月7日,4071.51,,1416.244284,665.176
8月7日,4202.85,,1712.589228,665.176
8月7日,4071.51,,1543.399452,560.12
8月7日,3677.49,,1943.513712,560.12
8月7日,3940.17,,1967.945616,665.176
8月7日,4027.73,,2204.715996,665.176
8月7日,3852.61,,2186.241372,665.176
8月7日,3502.37,,2008.835388,665.176
8月7日,3502.37,,1825.761168,210.112
8月7日,2101.42,,354.598272,210.112
8月7日,1576.07,,318.08448,0
8月7日,1576.07,,272.556144,0
8月7日,166.36,,137.614176,0
8月7日,166.36,,115.70832,0
8月7日,166.36,,109.213776,0
8月8日,166.36,,103.615344,0
8月8日,166.36,,97.067376,0
8月8日,166.36,,91.688688,0
8月8日,166.36,,86.61744,0
8月8日,166.36,,81.621792,0
8月8日,166.36,,77.146272,0
8月8日,166.36,,209.61486,70.082
8月8日,166.36,,497.249676,350.142
8月8日,3064.57,,971.19792,665.176
8月8日,4071.51,,1188.409824,665.176
8月8日,4202.85,,1421.692524,665.176
8月8日,4071.51,,1443.481704,560.12
8月8日,3677.49,,1781.777088,560.12
8月8日,3940.17,,1937.031264,665.176
8月8日,4027.73,,2097.585504,665.176
8月8日,3852.61,,2180.677716,665.176
8月8日,3502.37,,1904.310324,665.176
8月8日,3502.37,,1701.131796,210.112
8月8日,2101.42,,355.923792,210.112
8月8日,1576.07,,312.609024,0
8月8日,1576.07,,261.388512,0
8月8日,166.36,,132.663888,0
8月8日,166.36,,110.605824,0
8月8日,166.36,,104.076,0
8月9日,166.36,,96.938352,0
8月9日,166.36,,90.263376,0
8月9日,166.36,,85.3272,0
8月9日,166.36,,80.304336,0
8月9日,166.36,,74.45592,0
8月9日,166.36,,70.689024,0
8月9日,166.36,,123.993576,70.082
8月9日,166.36,,348.250896,350.142
8月9日,3064.57,,830.0187,665.176
8月9日,4071.51,,1163.163204,665.176
8月9日,4202.85,,1443.792924,665.176
8月9日,4071.51,,1512.599256,560.12
8月9日,3677.49,,1916.225388,560.12
8月9日,3940.17,,2111.998392,665.176
8月9日,4027.73,,2328.940404,665.176
8月9日,3852.61,,2456.418636,665.176
8月9日,3502.37,,2103.392592,665.176
8月9日,3502.37,,1826.902728,210.112
8月9日,2101.42,,359.923536,210.112
8月9日,1576.07,,290.734416,0
8月9日,1576.07,,258.993504,0
8月9日,166.36,,135.702,0
8月9日,166.36,,114.837408,0
8月9日,166.36,,108.8136,0
8月10日,166.36,,103.576032,0
8月10日,166.36,,98.170128,0
8月10日,166.36,,94.035312,0
8月10日,166.36,,88.783632,0
8月10日,166.36,,85.177008,0
8月10日,166.36,,80.762976,0
8月10日,166.36,,327.846204,70.082
8月10日,166.36,,708.898932,350.142
8月10日,3064.57,,1384.775028,665.176
8月10日,4071.51,,1617.319116,665.176
8月10日,4202.85,,1712.629296,665.176
8月10日,4071.51,,1677.231612,560.12
8月10日,3677.49,,1974.599424,560.12
8月10日,3940.17,,2125.725588,665.176
8月10日,4027.73,,2162.481804,665.176
8月10日,3852.61,,2351.194776,665.176
8月10日,3502.37,,2021.849172,665.176
8月10日,3502.37,,1663.574724,210.112
8月10日,2101.42,,336.57624,210.112
8月10日,1576.07,,258.890688,0
8月10日,1576.07,,221.7096,0
8月10日,166.36,,138.582864,0
8月10日,166.36,,118.736352,0
8月10日,166.36,,111.598704,0
8月11日,166.36,,104.578992,0
8月11日,166.36,,99.903888,0
8月11日,166.36,,94.868928,0
8月11日,166.36,,89.731152,0
8月11日,166.36,,85.850352,0
8月11日,166.36,,81.589536,0
8月11日,166.36,,280.224504,70.082
8月11日,166.36,,602.869932,350.142
8月11日,3064.57,,1134.044352,665.176
8月11日,4071.51,,1345.020516,665.176
8月11日,4202.85,,1559.506284,665.176
8月11日,4071.51,,1539.128304,560.12
8月11日,3677.49,,1840.757436,560.12
8月11日,3940.17,,2000.118708,665.176
8月11日,4027.73,,2184.333984,665.176
8月11日,3852.61,,2294.656308,665.176
8月11日,3502.37,,1947.648528,665.176
8月11日,3502.37,,1641.634848,210.112
8月11日,2101.42,,336.04704,210.112
8月11日,1576.07,,271.74672,0
8月11日,1576.07,,243.544896,0
8月11日,166.36,,135.685872,0
8月11日,166.36,,113.932224,0
8月11日,166.36,,108.024336,0
8月12日,166.36,,102.41784,0
8月12日,166.36,,98.047152,0
8月12日,166.36,,93.253104,0
8月12日,166.36,,88.098192,0
8月12日,166.36,,81.881856,0
8月12日,166.36,,77.456736,0
8月12日,166.36,,204.1515,70.082
8月12日,166.36,,327.724992,350.142
8月12日,166.36,,632.267496,665.176
8月12日,166.36,,770.028084,665.176
8月12日,166.36,,965.503476,665.176
8月12日,166.36,,1101.152052,560.12
8月12日,166.36,,1182.720924,560.12
8月12日,166.36,,1324.343916,665.176
8月12日,166.36,,1473.3621,665.176
8月12日,166.36,,1394.481312,665.176
8月12日,166.36,,1422.862308,665.176
8月12日,166.36,,1332.905868,210.112
8月12日,166.36,,333.9,210.112
8月12日,166.36,,265.266288,0
8月12日,166.36,,238.839552,0
8月12日,166.36,,137.265408,0
8月12日,166.36,,115.549056,0
8月12日,166.36,,109.742976,0
8月13日,166.36,,104.377392,0
8月13日,166.36,,99.220464,0
8月13日,166.36,,95.216688,0
8月13日,166.36,,89.972064,0
8月13日,166.36,,84.558096,0
8月13日,166.36,,79.636032,0
8月13日,166.36,,172.949868,70.082
8月13日,166.36,,302.266188,350.142
8月13日,166.36,,371.53998,665.176
8月13日,166.36,,469.757988,665.176
8月13日,166.36,,453.674592,665.176
8月13日,166.36,,509.829264,560.12
8月13日,166.36,,824.804316,560.12
8月13日,166.36,,830.461212,665.176
8月13日,166.36,,863.551332,665.176
8月13日,166.36,,1151.819676,665.176
8月13日,166.36,,1205.36766,665.176
8月13日,166.36,,896.881104,210.112
8月13日,166.36,,324.140544,210.112
8月13日,166.36,,254.790144,0
8月13日,166.36,,219.359952,0
8月13日,166.36,,165.23136,0
8月13日,166.36,,122.367168,0
8月13日,166.36,,100.641744,0
8月14日,166.36,,90.456912,0
8月14日,166.36,,84.411936,0
8月14日,166.36,,78.68448,0
8月14日,166.36,,74.237184,0
8月14日,166.36,,69.601392,0
8月14日,166.36,,67.048128,0
8月14日,166.36,,103.753944,70.082
8月14日,166.36,,293.893992,350.142
8月14日,3064.57,,686.709576,665.176
8月14日,4071.51,,825.238512,665.176
8月14日,4202.85,,986.299272,665.176
8月14日,4071.51,,1140.267996,560.12
8月14日,3677.49,,1549.89072,560.12
